code,r,g,b,alpha
10072,0.39215686274509803,0.39215686274509803,0.39215686274509803,1.0
10073,0.45098039215686275,0.5882352941176471,0.7843137254901961,1.0
10078,1.0,0.788235294117647,0.5843137254901961,1.0
10226,1.0,0.9254901960784314,0.4235294117647059,1.0
10308,0.20784313725490197,0.12941176470588237,0.0,1.0
10320,0.4470588235294118,0.0,0.07058823529411765,1.0
10321,0.27450980392156865,0.6078431372549019,0.7647058823529411,1.0
10322,0.40784313725490196,0.7647058823529411,0.8862745098039215,1.0
10323,0.8274509803921568,0.9490196078431372,0.9176470588235294,1.0
10351,0.33725490196078434,0.9019607843137255,0.27450980392156865,0.5019607843137255
10366,0.0,0.12549019607843137,0.6274509803921569,0.7843137254901961
10375,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.5019607843137255
10378,0.4392156862745098,0.5568627450980392,0.48627450980392156,1.0
10484,0.5686274509803921,0.3137254901960784,0.10980392156862745,1.0
20000,0.10588235294117647,0.16470588235294117,0.20392156862745098,1.0
20001,0.11764705882352941,0.35294117647058826,0.6588235294117647,1.0
20002,0.0,0.5215686274509804,0.16862745098039217,1.0
20004,0.7058823529411765,0.0,0.0,1.0
20010,0.34509803921568627,0.6705882352941176,0.2549019607843137,1.0
20014,0.9803921568627451,0.7843137254901961,0.0392156862745098,1.0
20015,0.9568627450980393,0.9568627450980393,0.9568627450980393,1.0
20070,0.37254901960784315,0.19215686274509805,0.03529411764705882,1.0
20086,0.4823529411764706,0.36470588235294116,0.2549019607843137,1.0
20288,0.0,0.27058823529411763,0.10196078431372549,1.0
20500,0.9725490196078431,0.9529411764705882,0.8941176470588236,1.0
